Comune_albergo,Provincia_albergo,Mese,Provenienza,Regione_di_provenienza,Nazione_di_provenienza,Arrivati,Partiti,Presenti,Codice_ISTAT_comune,Codice_ISTAT_provenienza
CISTERNINO,BRINDISI,Maggio,PUGLIA,Puglia,Italia,104,99,176,74005,916
CISTERNINO,BRINDISI,Maggio,Regno_Unito,ALTRO,Regno_Unito,87,58,389,74005,6
CISTERNINO,BRINDISI,Maggio,SARDEGNA,Sardegna,Italia,1,0,1,74005,920
CISTERNINO,BRINDISI,Maggio,SICILIA,Sicilia,Italia,8,4,12,74005,919
CISTERNINO,BRINDISI,Maggio,Slovenia,ALTRO,Slovenia,0,48,144,74005,91
CISTERNINO,BRINDISI,Maggio,Spagna,ALTRO,Spagna,1,0,4,74005,11
CISTERNINO,BRINDISI,Maggio,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,3,2,8,74005,400
CISTERNINO,BRINDISI,Maggio,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,16,11,52,74005,36
CISTERNINO,BRINDISI,Maggio,TOSCANA,Toscana,Italia,59,7,118,74005,909
CISTERNINO,BRINDISI,Maggio,TRENTO,Trento,Italia,33,33,132,74005,922
CISTERNINO,BRINDISI,Maggio,UMBRIA,Umbria,Italia,57,57,143,74005,910
CISTERNINO,BRINDISI,Maggio,VENETO,Veneto,Italia,93,89,345,74005,905
CISTERNINO,BRINDISI,Marzo,ABRUZZO,Abruzzo,Italia,11,10,17,74005,913
CISTERNINO,BRINDISI,Marzo,BASILICATA,Basilicata,Italia,4,4,12,74005,917
CISTERNINO,BRINDISI,Marzo,CALABRIA,Calabria,Italia,1,1,1,74005,918
CISTERNINO,BRINDISI,Marzo,CAMPANIA,Campania,Italia,83,83,131,74005,915
CISTERNINO,BRINDISI,Marzo,EMILIA-ROMAGNA,Emilia-Romagna,Italia,10,10,29,74005,908
CISTERNINO,BRINDISI,Marzo,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,30,30,59,74005,906
CISTERNINO,BRINDISI,Marzo,Germania,ALTRO,Germania,137,113,815,74005,4
CISTERNINO,BRINDISI,Marzo,Israele,ALTRO,Israele,1,1,3,74005,624
CISTERNINO,BRINDISI,Marzo,LAZIO,Lazio,Italia,71,71,116,74005,912
CISTERNINO,BRINDISI,Marzo,LIGURIA,Liguria,Italia,2,2,6,74005,907
CISTERNINO,BRINDISI,Marzo,LOMBARDIA,Lombardia,Italia,18,18,23,74005,903
CISTERNINO,BRINDISI,Marzo,MARCHE,Marche,Italia,8,7,21,74005,911
CISTERNINO,BRINDISI,Marzo,PIEMONTE,Piemonte,Italia,6,6,19,74005,901
CISTERNINO,BRINDISI,Marzo,PUGLIA,Puglia,Italia,229,229,240,74005,916
CISTERNINO,BRINDISI,Marzo,SARDEGNA,Sardegna,Italia,2,2,2,74005,920
CISTERNINO,BRINDISI,Marzo,SICILIA,Sicilia,Italia,22,22,22,74005,919
CISTERNINO,BRINDISI,Marzo,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,1,1,1,74005,36
CISTERNINO,BRINDISI,Marzo,TOSCANA,Toscana,Italia,13,13,13,74005,909
CISTERNINO,BRINDISI,Marzo,UMBRIA,Umbria,Italia,5,5,5,74005,910
CISTERNINO,BRINDISI,Marzo,VENETO,Veneto,Italia,13,13,22,74005,905
CISTERNINO,BRINDISI,Novembre,ABRUZZO,Abruzzo,Italia,3,3,7,74005,913
CISTERNINO,BRINDISI,Novembre,BASILICATA,Basilicata,Italia,2,2,4,74005,917
CISTERNINO,BRINDISI,Novembre,Belgio,ALTRO,Belgio,3,0,6,74005,17
CISTERNINO,BRINDISI,Novembre,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,2,2,2,74005,921
CISTERNINO,BRINDISI,Novembre,CALABRIA,Calabria,Italia,6,13,19,74005,918
CISTERNINO,BRINDISI,Novembre,CAMPANIA,Campania,Italia,22,38,54,74005,915
CISTERNINO,BRINDISI,Novembre,EMILIA-ROMAGNA,Emilia-Romagna,Italia,1,1,1,74005,908
CISTERNINO,BRINDISI,Novembre,LAZIO,Lazio,Italia,58,61,77,74005,912
CISTERNINO,BRINDISI,Novembre,LIGURIA,Liguria,Italia,3,4,6,74005,907
CISTERNINO,BRINDISI,Novembre,LOMBARDIA,Lombardia,Italia,46,46,86,74005,903
CISTERNINO,BRINDISI,Novembre,MARCHE,Marche,Italia,9,9,25,74005,911
CISTERNINO,BRINDISI,Novembre,PIEMONTE,Piemonte,Italia,4,4,16,74005,901
CISTERNINO,BRINDISI,Novembre,PUGLIA,Puglia,Italia,36,80,90,74005,916
CISTERNINO,BRINDISI,Novembre,Romania,ALTRO,Romania,1,1,2,74005,66
CISTERNINO,BRINDISI,Novembre,SARDEGNA,Sardegna,Italia,0,1,1,74005,920
CISTERNINO,BRINDISI,Novembre,SICILIA,Sicilia,Italia,58,56,95,74005,919
CISTERNINO,BRINDISI,Novembre,VENETO,Veneto,Italia,3,4,7,74005,905
CISTERNINO,BRINDISI,Ottobre,ABRUZZO,Abruzzo,Italia,75,75,78,74005,913
CISTERNINO,BRINDISI,Ottobre,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,12,12,42,74005,750
CISTERNINO,BRINDISI,Ottobre,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,12,12,42,74005,750
CISTERNINO,BRINDISI,Ottobre,Altri_Paesi_Europei,ALTRO,Altri,2,2,2,74005,100
CISTERNINO,BRINDISI,Ottobre,Argentina,ALTRO,Argentina,1,1,2,74005,528
CISTERNINO,BRINDISI,Ottobre,Australia,ALTRO,Australia,2,2,4,74005,800
CISTERNINO,BRINDISI,Ottobre,Austria,ALTRO,Austria,2,2,10,74005,38
CISTERNINO,BRINDISI,Ottobre,Belgio,ALTRO,Belgio,9,13,29,74005,17
CISTERNINO,BRINDISI,Ottobre,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,2,2,2,74005,921
CISTERNINO,BRINDISI,Ottobre,CALABRIA,Calabria,Italia,18,11,24,74005,918
CISTERNINO,BRINDISI,Ottobre,CAMPANIA,Campania,Italia,52,40,82,74005,915
CISTERNINO,BRINDISI,Ottobre,Canada,ALTRO,Canada,4,4,8,74005,404
CISTERNINO,BRINDISI,Ottobre,Croazia,ALTRO,Croazia,1,1,2,74005,92
CISTERNINO,BRINDISI,Ottobre,EMILIA-ROMAGNA,Emilia-Romagna,Italia,59,59,219,74005,908
CISTERNINO,BRINDISI,Ottobre,Francia,ALTRO,Francia,19,19,40,74005,1
CISTERNINO,BRINDISI,Ottobre,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,82,82,240,74005,906
CISTERNINO,BRINDISI,Ottobre,Germania,ALTRO,Germania,245,290,1299,74005,4
CISTERNINO,BRINDISI,Ottobre,Grecia,ALTRO,Grecia,7,7,20,74005,9
CISTERNINO,BRINDISI,Ottobre,LAZIO,Lazio,Italia,37,35,46,74005,912
CISTERNINO,BRINDISI,Ottobre,LIGURIA,Liguria,Italia,3,2,4,74005,907
CISTERNINO,BRINDISI,Ottobre,LOMBARDIA,Lombardia,Italia,25,64,116,74005,903
CISTERNINO,BRINDISI,Ottobre,Malta,ALTRO,Malta,3,3,12,74005,46
CISTERNINO,BRINDISI,Ottobre,MARCHE,Marche,Italia,7,7,23,74005,911
CISTERNINO,BRINDISI,Ottobre,Paesi_Bassi,ALTRO,Paesi_Bassi,44,44,296,74005,3
CISTERNINO,BRINDISI,Ottobre,PIEMONTE,Piemonte,Italia,3,3,3,74005,901
CISTERNINO,BRINDISI,Ottobre,PUGLIA,Puglia,Italia,117,95,520,74005,916
CISTERNINO,BRINDISI,Ottobre,Regno_Unito,ALTRO,Regno_Unito,70,70,274,74005,6
CISTERNINO,BRINDISI,Ottobre,Russia,ALTRO,Russia,11,11,22,74005,75
CISTERNINO,BRINDISI,Ottobre,SARDEGNA,Sardegna,Italia,1,0,4,74005,920
CISTERNINO,BRINDISI,Ottobre,SICILIA,Sicilia,Italia,4,4,5,74005,919
CISTERNINO,BRINDISI,Ottobre,Spagna,ALTRO,Spagna,8,8,18,74005,11
CISTERNINO,BRINDISI,Ottobre,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,4,4,10,74005,400
CISTERNINO,BRINDISI,Ottobre,Svezia,ALTRO,Svezia,2,2,4,74005,30
CISTERNINO,BRINDISI,Ottobre,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,4,6,22,74005,36
CISTERNINO,BRINDISI,Ottobre,TOSCANA,Toscana,Italia,2,2,2,74005,909
CISTERNINO,BRINDISI,Ottobre,TRENTO,Trento,Italia,1,1,1,74005,922
CISTERNINO,BRINDISI,Ottobre,Turchia,ALTRO,Turchia,2,2,4,74005,52
CISTERNINO,BRINDISI,Ottobre,UMBRIA,Umbria,Italia,2,2,4,74005,910
CISTERNINO,BRINDISI,Ottobre,VENETO,Veneto,Italia,127,126,396,74005,905
CISTERNINO,BRINDISI,Settembre,ABRUZZO,Abruzzo,Italia,4,6,63,74005,913
CISTERNINO,BRINDISI,Settembre,Altri_Paesi_dell'Asia,ALTRO,Altri,1,1,1,74005,760
CISTERNINO,BRINDISI,Settembre,Argentina,ALTRO,Argentina,2,2,12,74005,528
CISTERNINO,BRINDISI,Settembre,Australia,ALTRO,Australia,3,3,10,74005,800
CISTERNINO,BRINDISI,Settembre,Austria,ALTRO,Austria,5,5,35,74005,38
CISTERNINO,BRINDISI,Settembre,Belgio,ALTRO,Belgio,51,55,366,74005,17
CISTERNINO,BRINDISI,Settembre,Brasile,ALTRO,Brasile,1,1,2,74005,508
CISTERNINO,BRINDISI,Settembre,Bulgaria,ALTRO,Bulgaria,1,1,2,74005,68
CISTERNINO,BRINDISI,Settembre,CALABRIA,Calabria,Italia,32,32,91,74005,918
CISTERNINO,BRINDISI,Settembre,CAMPANIA,Campania,Italia,42,38,70,74005,915
CISTERNINO,BRINDISI,Settembre,Canada,ALTRO,Canada,2,2,2,74005,404
CISTERNINO,BRINDISI,Settembre,EMILIA-ROMAGNA,Emilia-Romagna,Italia,126,126,474,74005,908
CISTERNINO,BRINDISI,Settembre,Francia,ALTRO,Francia,31,35,85,74005,1
CISTERNINO,BRINDISI,Settembre,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,51,51,188,74005,906
CISTERNINO,BRINDISI,Settembre,Germania,ALTRO,Germania,216,191,1371,74005,4
CISTERNINO,BRINDISI,Settembre,Grecia,ALTRO,Grecia,1,1,1,74005,9
CISTERNINO,BRINDISI,Settembre,Israele,ALTRO,Israele,2,2,4,74005,624
CISTERNINO,BRINDISI,Settembre,LAZIO,Lazio,Italia,21,20,33,74005,912
CISTERNINO,BRINDISI,Settembre,LIGURIA,Liguria,Italia,7,7,11,74005,907
CISTERNINO,BRINDISI,Settembre,LOMBARDIA,Lombardia,Italia,131,93,391,74005,903
CISTERNINO,BRINDISI,Settembre,MARCHE,Marche,Italia,53,53,193,74005,911
CISTERNINO,BRINDISI,Settembre,MOLISE,Molise,Italia,4,4,6,74005,914
CISTERNINO,BRINDISI,Settembre,Norvegia,ALTRO,Norvegia,2,2,6,74005,28
CISTERNINO,BRINDISI,Settembre,Paesi_Bassi,ALTRO,Paesi_Bassi,57,57,324,74005,3
CISTERNINO,BRINDISI,Settembre,PIEMONTE,Piemonte,Italia,48,48,121,74005,901
CISTERNINO,BRINDISI,Settembre,PUGLIA,Puglia,Italia,87,73,143,74005,916
CISTERNINO,BRINDISI,Settembre,Regno_Unito,ALTRO,Regno_Unito,47,49,175,74005,6
CISTERNINO,BRINDISI,Settembre,Romania,ALTRO,Romania,11,11,41,74005,66
CISTERNINO,BRINDISI,Settembre,SARDEGNA,Sardegna,Italia,28,28,140,74005,920
CISTERNINO,BRINDISI,Settembre,SICILIA,Sicilia,Italia,52,52,56,74005,919
CISTERNINO,BRINDISI,Settembre,Spagna,ALTRO,Spagna,2,2,6,74005,11
CISTERNINO,BRINDISI,Settembre,Svezia,ALTRO,Svezia,61,61,183,74005,30
CISTERNINO,BRINDISI,Settembre,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,29,27,100,74005,36
CISTERNINO,BRINDISI,Settembre,TOSCANA,Toscana,Italia,62,62,170,74005,909
CISTERNINO,BRINDISI,Settembre,UMBRIA,Umbria,Italia,1,1,1,74005,910
CISTERNINO,BRINDISI,Settembre,VENETO,Veneto,Italia,19,21,70,74005,905
FASANO,BRINDISI,Agosto,ABRUZZO,Abruzzo,Italia,383,382,1207,74007,913
FASANO,BRINDISI,Agosto,Altri_Paesi_Africa_Mediterranea,ALTRO,Altri,12,12,91,74007,230
FASANO,BRINDISI,Agosto,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,23,24,159,74007,750
FASANO,BRINDISI,Agosto,Altri_Paesi_Centro_-_Sud_America,ALTRO,Altri,4,5,18,74007,530
FASANO,BRINDISI,Agosto,Altri_Paesi_dell'America_Latina_(1),ALTRO,Altri,4,5,18,74007,530
FASANO,BRINDISI,Agosto,Altri_Paesi_dell'Asia,ALTRO,Altri,10,10,20,74007,760
FASANO,BRINDISI,Agosto,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,23,24,159,74007,750
FASANO,BRINDISI,Agosto,Altri_Paesi_Europei,ALTRO,Altri,32,29,125,74007,100
FASANO,BRINDISI,Agosto,Altri_Paesi_o_territori_Oceania,ALTRO,Altri,4,4,30,74007,810
FASANO,BRINDISI,Agosto,Argentina,ALTRO,Argentina,3,11,9,74007,528
FASANO,BRINDISI,Agosto,Australia,ALTRO,Australia,26,25,141,74007,800
FASANO,BRINDISI,Agosto,Austria,ALTRO,Austria,57,71,427,74007,38
FASANO,BRINDISI,Agosto,BASILICATA,Basilicata,Italia,147,182,599,74007,917
FASANO,BRINDISI,Agosto,Belgio,ALTRO,Belgio,112,169,1101,74007,17
FASANO,BRINDISI,Agosto,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,26,34,268,74007,921
FASANO,BRINDISI,Agosto,Brasile,ALTRO,Brasile,11,11,34,74007,508
FASANO,BRINDISI,Agosto,Bulgaria,ALTRO,Bulgaria,10,9,35,74007,68
FASANO,BRINDISI,Agosto,CALABRIA,Calabria,Italia,457,452,1130,74007,918
FASANO,BRINDISI,Agosto,CAMPANIA,Campania,Italia,3954,4210,21431,74007,915
FASANO,BRINDISI,Agosto,Canada,ALTRO,Canada,30,30,156,74007,404
FASANO,BRINDISI,Agosto,Cina,ALTRO,Cina,1,3,3,74007,720
FASANO,BRINDISI,Agosto,Cipro,ALTRO,Cipro,7,7,49,74007,600
FASANO,BRINDISI,Agosto,Croazia,ALTRO,Croazia,5,6,26,74007,92
FASANO,BRINDISI,Agosto,Danimarca,ALTRO,Danimarca,19,23,184,74007,8
FASANO,BRINDISI,Agosto,EMILIA-ROMAGNA,Emilia-Romagna,Italia,344,357,1933,74007,908
FASANO,BRINDISI,Agosto,Finlandia,ALTRO,Finlandia,0,1,12,74007,32
FASANO,BRINDISI,Agosto,Francia,ALTRO,Francia,351,451,2747,74007,1
FASANO,BRINDISI,Agosto,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,63,59,298,74007,906
FASANO,BRINDISI,Agosto,Germania,ALTRO,Germania,443,355,2890,74007,4
FASANO,BRINDISI,Agosto,Giappone,ALTRO,Giappone,14,3,29,74007,732
FASANO,BRINDISI,Agosto,Grecia,ALTRO,Grecia,7,6,40,74007,9
FASANO,BRINDISI,Agosto,India,ALTRO,India,109,20,327,74007,664
FASANO,BRINDISI,Agosto,Irlanda,ALTRO,Irlanda,43,54,343,74007,7
FASANO,BRINDISI,Agosto,Islanda,ALTRO,Islanda,4,4,28,74007,24
FASANO,BRINDISI,Agosto,Israele,ALTRO,Israele,25,25,134,74007,624
FASANO,BRINDISI,Agosto,LAZIO,Lazio,Italia,1908,2112,10684,74007,912
FASANO,BRINDISI,Agosto,Lettonia,ALTRO,Lettonia,2,2,10,74007,54
FASANO,BRINDISI,Agosto,LIGURIA,Liguria,Italia,60,50,323,74007,907
FASANO,BRINDISI,Agosto,Lituania,ALTRO,Lituania,2,2,28,74007,55
FASANO,BRINDISI,Agosto,LOMBARDIA,Lombardia,Italia,1365,1089,7919,74007,903
FASANO,BRINDISI,Agosto,Lussemburgo,ALTRO,Lussemburgo,28,24,181,74007,18
FASANO,BRINDISI,Agosto,Malta,ALTRO,Malta,4,4,32,74007,46
FASANO,BRINDISI,Agosto,MARCHE,Marche,Italia,293,291,1053,74007,911
FASANO,BRINDISI,Agosto,Messico,ALTRO,Messico,0,1,6,74007,412
FASANO,BRINDISI,Agosto,MOLISE,Molise,Italia,80,92,350,74007,914
FASANO,BRINDISI,Agosto,Norvegia,ALTRO,Norvegia,6,8,34,74007,28
FASANO,BRINDISI,Agosto,Nuova_Zelanda,ALTRO,Nuova_Zelanda,10,2,34,74007,804
FASANO,BRINDISI,Agosto,Paesi_Bassi,ALTRO,Paesi_Bassi,54,65,407,74007,3
FASANO,BRINDISI,Agosto,Paesi_dell'Africa_Mediterranea_(3),ALTRO,Altri,12,12,91,74007,230
FASANO,BRINDISI,Agosto,PIEMONTE,Piemonte,Italia,369,315,2319,74007,901
FASANO,BRINDISI,Agosto,Polonia,ALTRO,Polonia,27,25,87,74007,60
FASANO,BRINDISI,Agosto,Portogallo,ALTRO,Portogallo,11,9,33,74007,10
FASANO,BRINDISI,Agosto,PUGLIA,Puglia,Italia,2256,2303,8427,74007,916
FASANO,BRINDISI,Agosto,Regno_Unito,ALTRO,Regno_Unito,647,691,5137,74007,6
FASANO,BRINDISI,Agosto,Repubblica_Ceca,ALTRO,Repubblica_Ceca,60,10,146,74007,61
FASANO,BRINDISI,Agosto,Romania,ALTRO,Romania,14,10,64,74007,66
FASANO,BRINDISI,Agosto,Russia,ALTRO,Russia,144,145,1090,74007,75
FASANO,BRINDISI,Agosto,SARDEGNA,Sardegna,Italia,21,23,100,74007,920
FASANO,BRINDISI,Agosto,SICILIA,Sicilia,Italia,619,624,1957,74007,919
FASANO,BRINDISI,Agosto,Slovacchia,ALTRO,Slovacchia,3,2,7,74007,63
FASANO,BRINDISI,Agosto,Slovenia,ALTRO,Slovenia,7,1,26,74007,91
FASANO,BRINDISI,Agosto,Spagna,ALTRO,Spagna,23,34,169,74007,11
FASANO,BRINDISI,Agosto,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,215,178,998,74007,400
FASANO,BRINDISI,Agosto,Sud_Africa,ALTRO,Sud_Africa,3,1,13,74007,388
FASANO,BRINDISI,Agosto,Svezia,ALTRO,Svezia,11,12,45,74007,30
FASANO,BRINDISI,Agosto,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,217,246,1408,74007,36
FASANO,BRINDISI,Agosto,TOSCANA,Toscana,Italia,277,277,1302,74007,909
FASANO,BRINDISI,Agosto,TRENTO,Trento,Italia,15,15,55,74007,922
FASANO,BRINDISI,Agosto,Turchia,ALTRO,Turchia,3,6,24,74007,52
FASANO,BRINDISI,Agosto,Ucraina,ALTRO,Ucraina,7,7,39,74007,72
FASANO,BRINDISI,Agosto,UMBRIA,Umbria,Italia,104,107,477,74007,910
FASANO,BRINDISI,Agosto,Ungheria,ALTRO,Ungheria,14,20,107,74007,64
FASANO,BRINDISI,Agosto,VALLE_D'AOSTA,Valle_d'Aosta,Italia,6,5,15,74007,902
FASANO,BRINDISI,Agosto,VENETO,Veneto,Italia,351,334,2198,74007,905
FASANO,BRINDISI,Aprile,ABRUZZO,Abruzzo,Italia,139,137,236,74007,913
FASANO,BRINDISI,Aprile,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,3,3,8,74007,750
FASANO,BRINDISI,Aprile,Altri_Paesi_Centro_-_Sud_America,ALTRO,Altri,13,13,31,74007,530
FASANO,BRINDISI,Aprile,Altri_Paesi_dell'Africa,ALTRO,Altri,1,1,1,74007,300
FASANO,BRINDISI,Aprile,Altri_Paesi_dell'America_Latina_(1),ALTRO,Altri,13,13,31,74007,530
FASANO,BRINDISI,Aprile,Altri_Paesi_dell'Asia,ALTRO,Altri,10,10,22,74007,760
FASANO,BRINDISI,Aprile,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,3,3,8,74007,750
FASANO,BRINDISI,Aprile,Altri_Paesi_Europei,ALTRO,Altri,17,14,47,74007,100
FASANO,BRINDISI,Aprile,Argentina,ALTRO,Argentina,13,13,40,74007,528
FASANO,BRINDISI,Aprile,Australia,ALTRO,Australia,13,9,37,74007,800
FASANO,BRINDISI,Aprile,Austria,ALTRO,Austria,1342,804,5742,74007,38
FASANO,BRINDISI,Aprile,BASILICATA,Basilicata,Italia,65,62,76,74007,917
FASANO,BRINDISI,Aprile,Belgio,ALTRO,Belgio,54,51,175,74007,17
FASANO,BRINDISI,Aprile,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,56,52,206,74007,921
FASANO,BRINDISI,Aprile,Brasile,ALTRO,Brasile,28,28,99,74007,508
FASANO,BRINDISI,Aprile,Bulgaria,ALTRO,Bulgaria,5,5,9,74007,68
FASANO,BRINDISI,Aprile,CALABRIA,Calabria,Italia,574,549,1094,74007,918
FASANO,BRINDISI,Aprile,CAMPANIA,Campania,Italia,2483,2432,4897,74007,915
FASANO,BRINDISI,Aprile,Canada,ALTRO,Canada,21,21,69,74007,404
FASANO,BRINDISI,Aprile,Cipro,ALTRO,Cipro,5,0,20,74007,600
FASANO,BRINDISI,Aprile,Croazia,ALTRO,Croazia,1,1,2,74007,92
FASANO,BRINDISI,Aprile,Danimarca,ALTRO,Danimarca,12,12,32,74007,8
FASANO,BRINDISI,Aprile,Egitto,ALTRO,Egitto,1,0,3,74007,220
FASANO,BRINDISI,Aprile,EMILIA-ROMAGNA,Emilia-Romagna,Italia,89,86,205,74007,908
FASANO,BRINDISI,Aprile,Finlandia,ALTRO,Finlandia,2,2,4,74007,32
FASANO,BRINDISI,Aprile,Francia,ALTRO,Francia,177,168,681,74007,1
FASANO,BRINDISI,Aprile,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,8,7,21,74007,906
FASANO,BRINDISI,Aprile,Germania,ALTRO,Germania,784,610,3609,74007,4
FASANO,BRINDISI,Aprile,Giappone,ALTRO,Giappone,18,18,43,74007,732
FASANO,BRINDISI,Aprile,Grecia,ALTRO,Grecia,6,5,15,74007,9
FASANO,BRINDISI,Aprile,India,ALTRO,India,9,9,23,74007,664
FASANO,BRINDISI,Aprile,Irlanda,ALTRO,Irlanda,3,3,21,74007,7
FASANO,BRINDISI,Aprile,Israele,ALTRO,Israele,20,20,79,74007,624
FASANO,BRINDISI,Aprile,LAZIO,Lazio,Italia,702,683,1747,74007,912
FASANO,BRINDISI,Aprile,LIGURIA,Liguria,Italia,27,22,79,74007,907
FASANO,BRINDISI,Aprile,LOMBARDIA,Lombardia,Italia,385,341,1329,74007,903
FASANO,BRINDISI,Aprile,Lussemburgo,ALTRO,Lussemburgo,6,7,30,74007,18
FASANO,BRINDISI,Aprile,MARCHE,Marche,Italia,249,246,457,74007,911
FASANO,BRINDISI,Aprile,Messico,ALTRO,Messico,4,4,16,74007,412
FASANO,BRINDISI,Aprile,MOLISE,Molise,Italia,29,23,53,74007,914
FASANO,BRINDISI,Aprile,Nuova_Zelanda,ALTRO,Nuova_Zelanda,2,2,7,74007,804
FASANO,BRINDISI,Aprile,Paesi_Bassi,ALTRO,Paesi_Bassi,18,10,51,74007,3
FASANO,BRINDISI,Aprile,PIEMONTE,Piemonte,Italia,98,91,245,74007,901
FASANO,BRINDISI,Aprile,Polonia,ALTRO,Polonia,9,5,29,74007,60
FASANO,BRINDISI,Aprile,Portogallo,ALTRO,Portogallo,5,5,8,74007,10
FASANO,BRINDISI,Aprile,PUGLIA,Puglia,Italia,1109,1081,1657,74007,916
FASANO,BRINDISI,Aprile,Regno_Unito,ALTRO,Regno_Unito,278,261,1282,74007,6
FASANO,BRINDISI,Aprile,Repubblica_Ceca,ALTRO,Repubblica_Ceca,6,6,12,74007,61
FASANO,BRINDISI,Aprile,Romania,ALTRO,Romania,4,4,11,74007,66
FASANO,BRINDISI,Aprile,Russia,ALTRO,Russia,29,19,69,74007,75
FASANO,BRINDISI,Aprile,SARDEGNA,Sardegna,Italia,12,12,25,74007,920
FASANO,BRINDISI,Aprile,SICILIA,Sicilia,Italia,480,477,1467,74007,919
FASANO,BRINDISI,Aprile,Slovenia,ALTRO,Slovenia,16,5,36,74007,91
FASANO,BRINDISI,Aprile,Spagna,ALTRO,Spagna,22,20,82,74007,11
FASANO,BRINDISI,Aprile,Stati_Uniti_d'America,ALTRO,Stati_Uniti_di_America,213,203,662,74007,400
FASANO,BRINDISI,Aprile,Svezia,ALTRO,Svezia,52,51,153,74007,30
FASANO,BRINDISI,Aprile,Svizzera_(incluso_Liechtenstein),ALTRO,Altri,563,521,2454,74007,36
FASANO,BRINDISI,Aprile,TOSCANA,Toscana,Italia,96,95,288,74007,909
FASANO,BRINDISI,Aprile,TRENTO,Trento,Italia,1,1,3,74007,922
FASANO,BRINDISI,Aprile,Turchia,ALTRO,Turchia,4,3,16,74007,52
FASANO,BRINDISI,Aprile,Ucraina,ALTRO,Ucraina,3,3,8,74007,72
FASANO,BRINDISI,Aprile,UMBRIA,Umbria,Italia,293,295,521,74007,910
FASANO,BRINDISI,Aprile,Ungheria,ALTRO,Ungheria,129,129,466,74007,64
FASANO,BRINDISI,Aprile,VENETO,Veneto,Italia,169,165,508,74007,905
FASANO,BRINDISI,Aprile,Venezuela,ALTRO,Venezuela,1,1,1,74007,484
FASANO,BRINDISI,Dicembre,ABRUZZO,Abruzzo,Italia,43,41,52,74007,913
FASANO,BRINDISI,Dicembre,Altri_Paesi_Asia_Occidentale,ALTRO,Altri,9,6,28,74007,750
FASANO,BRINDISI,Dicembre,Altri_Paesi_dell'Africa,ALTRO,Altri,2,2,8,74007,300
FASANO,BRINDISI,Dicembre,Altri_Paesi_dell'Asia,ALTRO,Altri,2,2,3,74007,760
FASANO,BRINDISI,Dicembre,Altri_Paesi_del_Medio_Oriente_(2),ALTRO,Altri,9,6,28,74007,750
FASANO,BRINDISI,Dicembre,Altri_Paesi_Europei,ALTRO,Altri,7,5,19,74007,100
FASANO,BRINDISI,Dicembre,Argentina,ALTRO,Argentina,1,1,4,74007,528
FASANO,BRINDISI,Dicembre,Australia,ALTRO,Australia,1,1,1,74007,800
FASANO,BRINDISI,Dicembre,Austria,ALTRO,Austria,4,0,24,74007,38
FASANO,BRINDISI,Dicembre,BASILICATA,Basilicata,Italia,34,21,38,74007,917
FASANO,BRINDISI,Dicembre,Belgio,ALTRO,Belgio,5,3,25,74007,17
FASANO,BRINDISI,Dicembre,BOLZANO_-_BOZEN,Bolzano/Bozen,Italia,1,1,1,74007,921
FASANO,BRINDISI,Dicembre,Brasile,ALTRO,Brasile,2,0,2,74007,508
FASANO,BRINDISI,Dicembre,Bulgaria,ALTRO,Bulgaria,5,5,21,74007,68
FASANO,BRINDISI,Dicembre,CALABRIA,Calabria,Italia,98,97,132,74007,918
FASANO,BRINDISI,Dicembre,CAMPANIA,Campania,Italia,462,413,652,74007,915
FASANO,BRINDISI,Dicembre,Croazia,ALTRO,Croazia,1,1,2,74007,92
FASANO,BRINDISI,Dicembre,Danimarca,ALTRO,Danimarca,2,2,2,74007,8
FASANO,BRINDISI,Dicembre,Egitto,ALTRO,Egitto,1,0,3,74007,220
FASANO,BRINDISI,Dicembre,EMILIA-ROMAGNA,Emilia-Romagna,Italia,79,41,156,74007,908
FASANO,BRINDISI,Dicembre,Francia,ALTRO,Francia,35,23,115,74007,1
FASANO,BRINDISI,Dicembre,FRIULI-VENEZIA_GIULIA,Friuli-Venezia_Giulia,Italia,3,1,3,74007,906
